SDO_SP_ID,DIV_CODE,CIR_SP_ID,ZON_SP_ID,SDO_NAME,DIV_NAME,CIRCLE_NAME,ZONE_NAME,DISCOM
SDO4260133,DIV426013,CIR42601,ZNE42,4260133-EDSD III MEHNAGAR,"EDD LALGANJ,AZAMGARH",EDC I AZAMGARH,AZAMGARH,PUVNL
SDO4260134,DIV426013,CIR42601,ZNE42,4260134-EDSD DEVGAON,"EDD LALGANJ,AZAMGARH",EDC I AZAMGARH,AZAMGARH,PUVNL
SDO4260135,DIV426013,CIR42601,ZNE42,4260135-EDSD MOHAMMADPUR,"EDD LALGANJ,AZAMGARH",EDC I AZAMGARH,AZAMGARH,PUVNL
SDO4260311,DIV426031,CIR42603,ZNE42,EDSD I MUBARAQPUR,"EDD SATHIYAON,AZAMGARH",EDC II AZAMGARH,AZAMGARH,PUVNL
SDO4260312,DIV426031,CIR42603,ZNE42,4260312-EDSD II JAHANAGANJ,"EDD SATHIYAON,AZAMGARH",EDC II AZAMGARH,AZAMGARH,PUVNL
SDO4260321,DIV426032,CIR42603,ZNE42,4260321-EDSD I PHOOLPUR(PL),EDD PHOOLPUR,EDC II AZAMGARH,AZAMGARH,PUVNL
SDO4260322,DIV426032,CIR42603,ZNE42,4260322-EDSD II PAWAI,EDD PHOOLPUR,EDC II AZAMGARH,AZAMGARH,PUVNL
SDO4260323,DIV426032,CIR42603,ZNE42,4260323-EDSD III MARTINGANJ,EDD PHOOLPUR,EDC II AZAMGARH,AZAMGARH,PUVNL
SDO4260324,DIV426032,CIR42603,ZNE42,4260324-EDSD MAHUL,EDD PHOOLPUR,EDC II AZAMGARH,AZAMGARH,PUVNL
SDO4260325,DIV426032,CIR42603,ZNE42,4260325-EDSD SARAIMIR,EDD PHOOLPUR,EDC II AZAMGARH,AZAMGARH,PUVNL
SDO4260331,DIV426033,CIR42603,ZNE42,4260331-EDSD I ATRAULUYA,"EDD KAPTANGANJ,AZAMGARH",EDC II AZAMGARH,AZAMGARH,PUVNL
SDO4260332,DIV426033,CIR42603,ZNE42,4260332-EDSD II CAPTAINGANJ,"EDD KAPTANGANJ,AZAMGARH",EDC II AZAMGARH,AZAMGARH,PUVNL
SDO4260333,DIV426033,CIR42603,ZNE42,4260333-EDSD SIKAHULA,"EDD KAPTANGANJ,AZAMGARH",EDC II AZAMGARH,AZAMGARH,PUVNL
SDO4262111,DIV426211,CIR42621,ZNE42,4262111-EDSD RASARA,"EDD RASARA,BALLIA",EDC BALLIA,AZAMGARH,PUVNL
SDO4262112,DIV426211,CIR42621,ZNE42,4262112-EDSD BELTHRA ROAD,"EDD RASARA,BALLIA",EDC BALLIA,AZAMGARH,PUVNL
SDO4262121,DIV426212,CIR42621,ZNE42,4262121-EDSD BALLIA NAGAR,EDD BALLIA NAGAR,EDC BALLIA,AZAMGARH,PUVNL
SDO4262122,DIV426212,CIR42621,ZNE42,4262122-EDSD III CHITBARAGAON,EDD BALLIA NAGAR,EDC BALLIA,AZAMGARH,PUVNL
SDO4262123,DIV426212,CIR42621,ZNE42,4262123-EDSD SUKHPURA,EDD BALLIA NAGAR,EDC BALLIA,AZAMGARH,PUVNL
SDO4262131,DIV426213,CIR42621,ZNE42,4262131-EDSD BANSDIH,EDD III BANSDIH,EDC BALLIA,AZAMGARH,PUVNL
SDO4262132,DIV426213,CIR42621,ZNE42,4262132-EDSD SIKANDERPUR,EDD III BANSDIH,EDC BALLIA,AZAMGARH,PUVNL
SDO4262133,DIV426213,CIR42621,ZNE42,4262133-EDSD NAGARA,EDD III BANSDIH,EDC BALLIA,AZAMGARH,PUVNL
SDO4262141,DIV426214,CIR42621,ZNE42,4262141-EDSD BAIRIYA,"EDD BAIRIYA,BALLIA",EDC BALLIA,AZAMGARH,PUVNL
SDO4262142,DIV426214,CIR42621,ZNE42,4262142-EDSD HALDI,"EDD BAIRIYA,BALLIA",EDC BALLIA,AZAMGARH,PUVNL
SDO4262143,DIV426214,CIR42621,ZNE42,4262143-EDSD SEHATWAR,"EDD BAIRIYA,BALLIA",EDC BALLIA,AZAMGARH,PUVNL
SDO4262219,DIV426221,CIR42622,ZNE42,(Temp sdo) 4262219,EDD II BALLIA,EDC - Mau,AZAMGARH,PUVNL
SDO4262221,DIV426222,CIR42622,ZNE42,EDSD I GHOSI,"EDD GHOSI,MAU",EDC - Mau,AZAMGARH,PUVNL
SDO4262222,DIV426222,CIR42622,ZNE42,4262222-EDSD II MADHUBAN,"EDD GHOSI,MAU",EDC - Mau,AZAMGARH,PUVNL
SDO4262223,DIV426222,CIR42622,ZNE42,4262223-EDSD III DOHARIGHAT,"EDD GHOSI,MAU",EDC - Mau,AZAMGARH,PUVNL
SDO4262224,DIV426222,CIR42622,ZNE42,4262224-EDSD AMILA,"EDD GHOSI,MAU",EDC - Mau,AZAMGARH,PUVNL
SDO4262231,DIV426223,CIR42622,ZNE42,4262231-EDSD RANIPUR,"EDD KOPAGANJ,MAU",EDC - Mau,AZAMGARH,PUVNL
SDO4262232,DIV426223,CIR42622,ZNE42,EDSD KOPAGANJ,"EDD KOPAGANJ,MAU",EDC - Mau,AZAMGARH,PUVNL
SDO4262233,DIV426223,CIR42622,ZNE42,4262233-EDSD RATANPURA,"EDD KOPAGANJ,MAU",EDC - Mau,AZAMGARH,PUVNL
SDO4262239,DIV426223,CIR42622,ZNE42,EDSD MOHAMMDABAD GOHNA,"EDD KOPAGANJ,MAU",EDC - Mau,AZAMGARH,PUVNL
SDO4262241,DIV426224,CIR42622,ZNE42,EDSD I MAU,EDD MAU,EDC - Mau,AZAMGARH,PUVNL
SDO4262242,DIV426224,CIR42622,ZNE42,4262242-EDSD II MAU,EDD MAU,EDC - Mau,AZAMGARH,PUVNL
SDO4262243,DIV426224,CIR42622,ZNE42,4262243-EDSD III MAU,EDD MAU,EDC - Mau,AZAMGARH,PUVNL
SDO4353219,DIV435321,CIR43532,ZNE43,{Temp SDO} 4353219,EDD I BASTI,EDC - BASTI,GORAKHPUR,PUVNL
SDO4353229,DIV435322,CIR43532,ZNE43,(Temp sdo) 4353229,EDD BANSI,EDC - BASTI,GORAKHPUR,PUVNL
SDO4353239,DIV435323,CIR43532,ZNE43,{Temp SDO} 4353239,EDD KHALILABAD,EDC - BASTI,GORAKHPUR,PUVNL
SDO4356111,DIV435611,CIR43561,ZNE43,4356111-EDSD I ANANDNAGAR,EDD II ANANDNAGAR,EDC MAHARAJGANJ,GORAKHPUR,PUVNL
SDO4356112,DIV435611,CIR43561,ZNE43,4356112-EDSD II ANANDNAGAR,EDD II ANANDNAGAR,EDC MAHARAJGANJ,GORAKHPUR,PUVNL
SDO4356113,DIV435611,CIR43561,ZNE43,4356113-EDSD PANIYARA,EDD II ANANDNAGAR,EDC MAHARAJGANJ,GORAKHPUR,PUVNL
SDO4356121,DIV435612,CIR43561,ZNE43,4356121-EDSD I MAHRAJGANJ,EDD I MAHARAJGANJ,EDC MAHARAJGANJ,GORAKHPUR,PUVNL
SDO4356122,DIV435612,CIR43561,ZNE43,4356122-EDSD II MAHRAJGANJ,EDD I MAHARAJGANJ,EDC MAHARAJGANJ,GORAKHPUR,PUVNL
SDO4356123,DIV435612,CIR43561,ZNE43,4356123-EDSD GHUGHULI,EDD I MAHARAJGANJ,EDC MAHARAJGANJ,GORAKHPUR,PUVNL
SDO4356124,DIV435612,CIR43561,ZNE43,4356124-EDSD CHAUK,EDD I MAHARAJGANJ,EDC MAHARAJGANJ,GORAKHPUR,PUVNL
SDO4356131,DIV435613,CIR43561,ZNE43,4356131-EDSD NAUTANWA,EDD NAUTANWA,EDC MAHARAJGANJ,GORAKHPUR,PUVNL
SDO4356132,DIV435613,CIR43561,ZNE43,4356132-EDSD LAXMIPUR,EDD NAUTANWA,EDC MAHARAJGANJ,GORAKHPUR,PUVNL
SDO4356141,DIV435614,CIR43561,ZNE43,4356141-EDSD I NICHLAUL,EDD NICHLAUL,EDC MAHARAJGANJ,GORAKHPUR,PUVNL
SDO4356142,DIV435614,CIR43561,ZNE43,4356142-EDSD SISWA,EDD NICHLAUL,EDC MAHARAJGANJ,GORAKHPUR,PUVNL
SDO4357119,DIV435711,CIR43571,ZNE43,{Temp SDO} 4357119,"EUDD TOWNHALL,GORAKHPUR",EUDC GORAKHPUR,GORAKHPUR,PUVNL
SDO4357129,DIV435712,CIR43571,ZNE43,{Temp SDO} 4357129,"EUDD SRI GORAKHNATH,GORAKHPUR",EUDC GORAKHPUR,GORAKHPUR,PUVNL
SDO4357139,DIV435713,CIR43571,ZNE43,{Temp SDO} 4357139,"EUDD MOHADDIPUR,GORAKHPUR",EUDC GORAKHPUR,GORAKHPUR,PUVNL
SDO4357141,DIV435714,CIR43571,ZNE43,EUDSD RAPTINAGAR,"EUDD RAPTINAGAR,GORAKHPUR",EUDC GORAKHPUR,GORAKHPUR,PUVNL
SDO4357142,DIV435714,CIR43571,ZNE43,EUDSD SHAHPUR,"EUDD RAPTINAGAR,GORAKHPUR",EUDC GORAKHPUR,GORAKHPUR,PUVNL
SDO4357211,DIV435721,CIR43572,ZNE43,4357211-EDSD BARAHALGANJ,EDD KAURIRAM,EDC II GORAKHPUR,GORAKHPUR,PUVNL
SDO4357212,DIV435721,CIR43572,ZNE43,4357212-EDSD II BANSGAON,EDD KAURIRAM,EDC II GORAKHPUR,GORAKHPUR,PUVNL
SDO4357213,DIV435721,CIR43572,ZNE43,4357213-EDSD MAJHGAON,EDD KAURIRAM,EDC II GORAKHPUR,GORAKHPUR,PUVNL
SDO4357214,DIV435721,CIR43572,ZNE43,4357214-EDSD KAURIRAM,EDD KAURIRAM,EDC II GORAKHPUR,GORAKHPUR,PUVNL
SDO4357221,DIV435722,CIR43572,ZNE43,4357221-EDSD I SAHJANWA,"EDD SAHJANWA,GORAKHPUR",EDC II GORAKHPUR,GORAKHPUR,PUVNL
SDO4357222,DIV435722,CIR43572,ZNE43,4357222-EDSD II KHAJNI,"EDD SAHJANWA,GORAKHPUR",EDC II GORAKHPUR,GORAKHPUR,PUVNL
SDO4357223,DIV435722,CIR43572,ZNE43,4357223-EDSD NAUSAD,"EDD SAHJANWA,GORAKHPUR",EDC II GORAKHPUR,GORAKHPUR,PUVNL
SDO4357224,DIV435722,CIR43572,ZNE43,4357224-EDSD GHAGHSARA,"EDD SAHJANWA,GORAKHPUR",EDC II GORAKHPUR,GORAKHPUR,PUVNL
SDO4357225,DIV435722,CIR43572,ZNE43,4357225-EDSD GIDA,"EDD SAHJANWA,GORAKHPUR",EDC II GORAKHPUR,GORAKHPUR,PUVNL
SDO4357231,DIV435723,CIR43572,ZNE43,4357231-EDSD SIKARIGANJ,EDD SHIKARIGANJ,EDC II GORAKHPUR,GORAKHPUR,PUVNL
SDO4357232,DIV435723,CIR43572,ZNE43,4357232-EDSD GOLA,EDD SHIKARIGANJ,EDC II GORAKHPUR,GORAKHPUR,PUVNL
SDO4357233,DIV435723,CIR43572,ZNE43,4357233-EDSD DHURIAPUR,EDD SHIKARIGANJ,EDC II GORAKHPUR,GORAKHPUR,PUVNL
SDO4357311,DIV435731,CIR43573,ZNE43,4357311-EDSD I MOHADDIPUR,"EDD GULHARIYA BAZAR,GORAKHPUR",EDC I GORAKHPUR,GORAKHPUR,PUVNL
SDO4357312,DIV435731,CIR43573,ZNE43,4357312-EDSD II PIPARICH,"EDD GULHARIYA BAZAR,GORAKHPUR",EDC I GORAKHPUR,GORAKHPUR,PUVNL
SDO4357313,DIV435731,CIR43573,ZNE43,4357313-EDSD III BHATHAT,"EDD GULHARIYA BAZAR,GORAKHPUR",EDC I GORAKHPUR,GORAKHPUR,PUVNL
SDO4357321,DIV435732,CIR43573,ZNE43,4357321-EDSD I CHAURI CHAURA,EDD CHAURI CHAURA,EDC I GORAKHPUR,GORAKHPUR,PUVNL
SDO4357322,DIV435732,CIR43573,ZNE43,4357322-EDSD II CHAURI CHAURA,EDD CHAURI CHAURA,EDC I GORAKHPUR,GORAKHPUR,PUVNL
SDO4357323,DIV435732,CIR43573,ZNE43,4357323-EDSD III CHAURI CHAURA,EDD CHAURI CHAURA,EDC I GORAKHPUR,GORAKHPUR,PUVNL
SDO4357331,DIV435733,CIR43573,ZNE43,4357331-EDSD I CAMPIERGANJ,EDD CAMPIEARGANJ,EDC I GORAKHPUR,GORAKHPUR,PUVNL
SDO4357332,DIV435733,CIR43573,ZNE43,4357332-EDSD II CAMPIERGANJ,EDD CAMPIEARGANJ,EDC I GORAKHPUR,GORAKHPUR,PUVNL
SDO4357333,DIV435733,CIR43573,ZNE43,4357333-EDSD III CAMPIERGANJ,EDD CAMPIEARGANJ,EDC I GORAKHPUR,GORAKHPUR,PUVNL
SDO4358111,DIV435811,CIR43581,ZNE43,4358111-EDSD I PADRAUNA,EDD PADRAUNA,EDC KUSHINAGAR,GORAKHPUR,PUVNL
SDO4358112,DIV435811,CIR43581,ZNE43,4358112-EDSD II KHADDA,EDD PADRAUNA,EDC KUSHINAGAR,GORAKHPUR,PUVNL
SDO4358113,DIV435811,CIR43581,ZNE43,4358113-EDSD KUBERSTHAN,EDD PADRAUNA,EDC KUSHINAGAR,GORAKHPUR,PUVNL
SDO4358114,DIV435811,CIR43581,ZNE43,4358114-EDSD MANSACHHAPAR,EDD PADRAUNA,EDC KUSHINAGAR,GORAKHPUR,PUVNL
SDO4358115,DIV435811,CIR43581,ZNE43,4358115-EDSD NAURANGIA,EDD PADRAUNA,EDC KUSHINAGAR,GORAKHPUR,PUVNL
SDO4358121,DIV435812,CIR43581,ZNE43,4358121-EDSD  I HATA,EDD HATA,EDC KUSHINAGAR,GORAKHPUR,PUVNL
SDO4358122,DIV435812,CIR43581,ZNE43,4358122-EDSD  II KAPTANGANJ,EDD HATA,EDC KUSHINAGAR,GORAKHPUR,PUVNL
SDO4358123,DIV435812,CIR43581,ZNE43,4358123-EDSD RAMKOLA,EDD HATA,EDC KUSHINAGAR,GORAKHPUR,PUVNL
SDO4358124,DIV435812,CIR43581,ZNE43,4358124-EDSD SUKRAULI,EDD HATA,EDC KUSHINAGAR,GORAKHPUR,PUVNL
SDO4358131,DIV435813,CIR43581,ZNE43,4358131-EDSD I KASYA,EDD KASYA,EDC KUSHINAGAR,GORAKHPUR,PUVNL
SDO4358132,DIV435813,CIR43581,ZNE43,4358132-EDSD II KASYA,EDD KASYA,EDC KUSHINAGAR,GORAKHPUR,PUVNL
SDO4358133,DIV435813,CIR43581,ZNE43,4358133-EDSD FAZILNAGAR,EDD KASYA,EDC KUSHINAGAR,GORAKHPUR,PUVNL
SDO4358141,DIV435814,CIR43581,ZNE43,4358141-EDSD III TAMKUHI RAJ,EDD SEORAHI,EDC KUSHINAGAR,GORAKHPUR,PUVNL
SDO4358142,DIV435814,CIR43581,ZNE43,4358142-EDSD IV SEORAHI,EDD SEORAHI,EDC KUSHINAGAR,GORAKHPUR,PUVNL
SDO4358143,DIV435814,CIR43581,ZNE43,4358143-EDSD DUDAHI,EDD SEORAHI,EDC KUSHINAGAR,GORAKHPUR,PUVNL
SDO4359312,DIV435931,CIR43593,ZNE43,4359312-EDSD II RUDRAPUR,EDD BARHAJ,EDC DEORIA,GORAKHPUR,PUVNL
SDO4359319,DIV435931,CIR43593,ZNE43,EDSD I BARHAJ,EDD BARHAJ,EDC DEORIA,GORAKHPUR,PUVNL
SDO4359322,DIV435932,CIR43593,ZNE43,4359322-EDSD II DEORIA,EDD DEORIA,EDC DEORIA,GORAKHPUR,PUVNL
SDO4359323,DIV435932,CIR43593,ZNE43,4359323-EDSD V DEORIA,EDD DEORIA,EDC DEORIA,GORAKHPUR,PUVNL
SDO4359324,DIV435932,CIR43593,ZNE43,4359324-EDSD III DEORIA,EDD DEORIA,EDC DEORIA,GORAKHPUR,PUVNL
SDO4359325,DIV435932,CIR43593,ZNE43,4359325-EDSD IV DEORIA,EDD DEORIA,EDC DEORIA,GORAKHPUR,PUVNL
SDO4359329,DIV435932,CIR43593,ZNE43,EDSD I DEORIA,EDD DEORIA,EDC DEORIA,GORAKHPUR,PUVNL
SDO4359331,DIV435933,CIR43593,ZNE43,(SDO PADRAUNA) 4359331,EDD PADRAUNA,EDC DEORIA,GORAKHPUR,PUVNL
SDO4359341,DIV435934,CIR43593,ZNE43,4359341-EDSD I SALEMPUR,EDD SALEMPUR,EDC DEORIA,GORAKHPUR,PUVNL
SDO4359342,DIV435934,CIR43593,ZNE43,4359342-EDSD II BHATPAR RANI,EDD SALEMPUR,EDC DEORIA,GORAKHPUR,PUVNL
SDO4359343,DIV435934,CIR43593,ZNE43,4359343-EDSD LAAR,EDD SALEMPUR,EDC DEORIA,GORAKHPUR,PUVNL
SDO4359344,DIV435934,CIR43593,ZNE43,4359344-EDSD GAZAHRWA,EDD SALEMPUR,EDC DEORIA,GORAKHPUR,PUVNL
SDO4359345,DIV435934,CIR43593,ZNE43,4359345-EDSD BHATNI,EDD SALEMPUR,EDC DEORIA,GORAKHPUR,PUVNL
SDO4359351,DIV435935,CIR43593,ZNE43,4359351-EDSD I GAURI BAAZARA,EDD GAURI BAZAR,EDC DEORIA,GORAKHPUR,PUVNL
SDO4359352,DIV435935,CIR43593,ZNE43,4359352-EDSD II GAURI BAZAR,EDD GAURI BAZAR,EDC DEORIA,GORAKHPUR,PUVNL
SDO4359353,DIV435935,CIR43593,ZNE43,4359353-EDSD DESAHI,EDD GAURI BAZAR,EDC DEORIA,GORAKHPUR,PUVNL
SDO4359354,DIV435935,CIR43593,ZNE43,4359354-EDSD BAITALPUR,EDD GAURI BAZAR,EDC DEORIA,GORAKHPUR,PUVNL
SDO4359355,DIV435935,CIR43593,ZNE43,4359355-EDSD PAKARI,EDD GAURI BAZAR,EDC DEORIA,GORAKHPUR,PUVNL
SDO4441311,DIV444131,CIR44413,ZNE44,4441311-EDSD I FATEHPUR,EDD I FATEHPUR,EDC FATEHPUR,PRAYAGRAJ,PUVNL
SDO4441312,DIV444131,CIR44413,ZNE44,4441312-EDSD III FATEHPUR,EDD I FATEHPUR,EDC FATEHPUR,PRAYAGRAJ,PUVNL
